name;cover;description;god;system;system_dop;system_dop2;system_dop3;obl;montage;img1;img2;img3;img4;img5;img6;img7;img8;img9;img10;img11;img12;img13;img14;img15;img16;img17;img18;img19;img20;ronson_system;ronson_montage;ronson_vitrage;ronson_granit;ronson_klinker;ronson_decor;ronson_brick;montagepartner;inside;Keyword;ncTitle;ncKeywords;ncDescription;ncSMO_Title;ncSMO_Description;ncSMO_Image
Лаборатория АЭС, Учебно-лабораторный корпус АЭС;1 Лаборатория внешнего радиационного контроля Смоленской АЭС - 2 обл.jpg:image/pjpeg:39340;г. Десногорск, 6-ой м-рн;2012.0;Ронсон-300;;;;керамогранит (видимое крепление);;1 Лаборатория внешнего радиационного контроля Смоленской АЭС - 2.JPG:image/pjpeg:556578;2 Учебно-лабораторный комплекс Смоленской АЭС - 3.JPG:image/pjpeg:493656;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой дом, г. Москва;000000969.jpg:image/jpeg:33080;г. Моска, ул. Удальцова, д.78, д.81;;Ронсон-100;;;;;;000000995.jpg:image/jpeg:427120;000000997.jpg:image/jpeg:424299;000000999.jpg:image/jpeg:434220;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Жилой дом, п. Монино;000000869.jpg:image/jpeg:25535;;;;;;;;;000000884.jpg:image/jpeg:283563;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Детский сад, г. Москва;000000867.jpg:image/jpeg:29136;;;;;;;;;000000882.jpg:image/jpeg:463768;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом, г. Железнодорожный;000000876.jpg:image/jpeg:20910;;;;;;;;;000000891.jpg:image/jpeg:330330;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Детский сад, г. Москва;000000873.jpg:image/jpeg:32088;;;;;;;;;000000888.jpg:image/jpeg:494924;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом, г. Москва;000000877.jpg:image/jpeg:25616;;;;;;;;;000000892.jpg:image/jpeg:407439;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом, г. Железнодорожный;000000871.jpg:image/jpeg:29388;;;;;;;;;000000886.jpg:image/jpeg:381180;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000000878.jpg:image/jpeg:21480;г. Обухово;;;;;;;;000000893.jpg:image/jpeg:363532;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Комплекс жилых домов;000000875.jpg:image/jpeg:27137;г. Железнодорожный;;;;;;;;000000890.jpg:image/jpeg:438835;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Комплекс жилых домов, Московская область;000000874.jpg:image/jpeg:27174;д. Дядьково;;;;;;;;000000889.jpg:image/jpeg:417581;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000000868.jpg:image/jpeg:38126;г. Балашиха;;;;;;;;000000883.jpg:image/jpeg:552496;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Комплекс жилых домов;000000872.jpg:image/jpeg:31043;г. Ногинск;;;;;;;;000000887.jpg:image/jpeg:607598;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000000866.jpg:image/jpeg:31204;г. Балашиха;;;;;;;;000000881.jpg:image/jpeg:508678;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом, г. Химки;000000879.jpg:image/jpeg:35733;;;;;;;;;000000894.jpg:image/jpeg:508405;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000000880.jpg:image/jpeg:24729;г. Серпухов;;;;;;;;000000895.jpg:image/jpeg:408370;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;000000870.jpg:image/jpeg:36369;г. Балашиха;;;;;;;;000000885.jpg:image/jpeg:587562;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
ЖК «Холмогоры»;холмогорская обл.jpg:image/pjpeg:65091;г. Москва, ул. Холмогорская, вл. 2;2012.0;Ронсон-300;;;;керамогранит (видимое крепление);;холмогорская.jpg:image/pjpeg:906515;DSC09835.jpg:image/pjpeg:404713;DSC09859.jpg:image/pjpeg:520417;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
ТЦ «Солнечный рай»;IMG_7957 copy.JPG:image/jpeg:13352;г. Красногорск, ул. Ленина, д. 35 А;2012.0;Ронсон-400;Ронсон-200;;;кассеты из алюмокомпозита, натуральный камень, терракота;;IMG_7944.JPG:image/jpeg:208371;IMG_7951(1).jpg:image/jpeg:251495;IMG_7957.JPG:image/jpeg:241702;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Офисный центр;альбион домодедово оф центр obl.jpg:image/pjpeg:57123;г. Домодедово, ул. Текстильщиков, д.1;2012.0;Ронсон-200;Ронсон-300;;;кассеты из композита и стали, керамогранит (видимое крепление)кассеты из алюмокомпозита, керамогранит (видимое крепление);;альбион домодедово оф центр.jpg:image/pjpeg:617663;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Средняя общеобразовательная школа №34, Московская область;старая купавна школа obl.jpg:image/pjpeg:47078;Московская обл., п. Старая Купавна, ул. матросова;2013.0;Ронсон-100;;;;фиброцементные плиты;;старая купавна школа.jpg:image/pjpeg:513780;старая купавна школа2.jpg:image/pjpeg:733207;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
ЖК «Ломоносовский»;панферова2 обл.jpg:image/pjpeg:54786;г. Москва, ул. Панферова, д.8;2013.0;Ронсон-300;Ронсон-400;;;керамогранит (видимое крепление), натуральный камень;;IMG_8741.jpg:image/pjpeg:458146;IMG_8736.jpg:image/pjpeg:424080;панферова1.jpg:image/pjpeg:469206;;IMG_8739.jpg:image/pjpeg:828893;панферова3.jpg:image/pjpeg:622337;IMG_8746.jpg:image/pjpeg:487490;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Пенсионный фонд Российской Федерации;IMG_5782-copy.jpg:image/jpeg:15994;г. Москва, ул. Стасовой, вл. 14;2013.0;Ронсон-300;Ронсон-400;Ронсон-600;;керамогранит (видимое и скрытое крепление), натуральный камень, фасадный декор, зенитарные фонари;;DSC05208(1).jpg:image/pjpeg:922499;IMG_5782.JPG:image/jpeg:865699;IMG_5783.JPG:image/jpeg:983352;IMG_5784.JPG:image/jpeg:883617;IMG_8559.JPG:image/jpeg:288894;IMG_8569.JPG:image/jpeg:267027;IMG_8572.JPG:image/jpeg:342055;;;;;;;;;;;;;;1;1;0;1;0;1;0;;0;;;;;;;
Офисное здание;мурманский 3д обл.jpg:image/pjpeg:46332;г. Москва, Мурманский пр-д, д. 514/1;2013.0;Ронсон-200;Ронсон-300;Ронсон-400;;кассеты из алюмокомпозита, керамогранит, натуральный камень, светопрозрачные конструкции;;мурманский 3д.jpg:image/pjpeg:636221;мурманский3.jpg:image/pjpeg:599251;мурманский1.jpg:image/pjpeg:588818;мурманский2.jpg:image/pjpeg:541391;P1030848 (2).JPG:image/jpeg:224717;мурманский11.jpg:image/jpeg:299452;;;;;;;;;;;;;;;1;1;1;0;0;0;0;;0;;;;;;;
ЖК «Самоцветы»;gks.jpg:image/jpeg:11281;г. Люберцы, ул. Кирова, д. 12а;2013.0;Ронсон-100;;;;фиброцементные плиты;;gk1.jpg:image/jpeg:368852;gk2.jpg:image/jpeg:370561;gk3.jpg:image/jpeg:194548;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;;;;;;
Офисное здание;IMG_8558.jpg:image/jpeg:16925;г. Москва, Милютинский пер., вл. 14;2013.0;Ронсон-400;Ронсон-600;;;натуральный камень, агломератные плиты, фасадный декор;;IMG_8530.JPG:image/jpeg:1100199;IMG_8547.JPG:image/jpeg:821272;IMG_8549.JPG:image/jpeg:1148843;IMG_8551.JPG:image/jpeg:936875;IMG_8558.JPG:image/jpeg:1481973;;;;;;;;;;;;;;;;1;1;0;0;0;1;0;;0;;;;;;;
Административное здание предприятия «Хетих русс»;000000595.jpg:image/jpeg:9401;г. Железнодорожный;2006.0;;;;;;;000000595.jpg:image/jpeg:9401;000000802.jpg:image/jpeg:403080;000000804.jpg:image/jpeg:280126;000000806.jpg:image/jpeg:426182;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;0;;;;;;;
Фитнес-клуб «Gold’s Gym»;IMG_3256 обл.jpg:image/pjpeg:48149;г. Иркутск;2011.0;Ронсон-200;;;;кассеты из алюмокомпозита;;IMG_3256.jpg:image/pjpeg:664487;IMG_3257.jpg:image/pjpeg:732914;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой комплекс;IMG_3262 обл.jpg:image/pjpeg:72379;г. Иркутск;2011.0;Ронсон-100;;;;фиброцементные плиты;;IMG_3262.jpg:image/pjpeg:948884;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой дом;IMG_3278обл.jpg:image/pjpeg:59067;г. Иркутск;2011.0;Ронсон-100;;;;фиброцементные плиты;;IMG_3278.jpg:image/pjpeg:711927;IMG_3280.jpg:image/pjpeg:1139370;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Комплекс жилых домов;000000594.jpg:image/jpeg:11272;г. Москва, ул.Ярцевская, д.27В, корп.2;;;;;;минерит, керамогранит (видимое крепление);;000000794.jpg:image/jpeg:443846;000000798.jpg:image/jpeg:440320;000000800.jpg:image/jpeg:368996;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;0;;;;;;;
Административное здание, Московская область;000000596.jpg:image/jpeg:8908;Московская .обл., Одинцовский р-он, с.Акуловов, промзона 27 км.Можайского шоссе;;Ронсон-300;;;;керамогранит (видимое крепление);;000000754.jpg:image/jpeg:346687;000000756.jpg:image/jpeg:336789;000000758.jpg:image/jpeg:352248;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;0;;;;;;;
Торгово-офисное здание «Каскад-мебель»;000000598.jpg:image/jpeg:11362;г. Москва, Сущевский вал;;;;;;алюмокомпозит, керамогранит (видимое крепление);;000000822.jpg:image/jpeg:419082;000000823.jpg:image/jpeg:381365;000000824.jpg:image/jpeg:424890;000000825.jpg:image/jpeg:371741;000000826.jpg:image/jpeg:318695;000000834.jpg:image/jpeg:438706;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;0;;;;;;;
Здание народного суда;000000603.jpg:image/jpeg:8279;г. Ногинск;;;;;;металлические кассеты;;000000854.jpg:image/jpeg:333761;000000856.jpg:image/jpeg:446609;000000858.jpg:image/jpeg:389733;000000860.jpg:image/jpeg:422237;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;0;;;;;;;
Жилой дом;000000604.jpg:image/jpeg:7230;г. Москва, ул. Яблочкова, д.16;;;;;;керамогранит;;000000991.jpg:image/jpeg:436347;000000993.jpg:image/jpeg:452979;;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;0;;;;;;;
Жилой дом;000000606.jpg:image/jpeg:10400;г. Москва, Митино, мкрн.1А, корп.5;;;;;;фиброцементные плиты;;000001002.jpg:image/jpeg:395090;000001004.jpg:image/jpeg:407039;000001005.jpg:image/jpeg:424250;;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;0;;;;;;;
Административно–производственный комплекс;000000608.jpg:image/jpeg:8627;г. Москва, ул. Электрозаводская, д.21;;;;;;Кассеты из композитных материалов, керамогранит (видимое крепление) и витражи;;000001009.jpg:image/jpeg:227955;000001011.jpg:image/jpeg:341921;000001013.jpg:image/jpeg:340837;000001015.jpg:image/jpeg:253252;000001017.jpg:image/jpeg:332677;000001019.jpg:image/jpeg:300019;000001021.jpg:image/jpeg:490986;;;;;;;;;;;;;;0;1;0;0;0;0;0;;0;;;;;;;
Комплекс жилых домов;000001336.jpg:image/jpeg:11898;г. Москва, ул. Матросская тишина, вл.10 (корп. 4,5);;;;;;фиброцементные плиты, керамогранит (видимое крепление);;000001328.jpg:image/jpeg:117184;000001334.jpg:image/jpeg:191261;000001332.jpg:image/jpeg:145894;000001330.jpg:image/jpeg:115243;;;;;;;;;;;;;;;;;0;1;0;0;0;0;0;;0;;;;;;;
ЖК «LIFE-Митинская»;IMG_8038(1) copy.jpg:image/jpeg:17020;г. Москва, Пятницкое шоссе, д. 21;2014.0;Ронсон-100;;;;фиброцементные плиты;;IMG_8026.JPG:image/jpeg:819934;IMG_8038(1).jpg:image/jpeg:621196;IMG_8043(1).jpg:image/jpeg:660511;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ЖК «Переделкино ближнее», Московская область;IMG_7850 copy.JPG:image/jpeg:19024;Московская обл., д. Рассказовка;2014.0;Ронсон-100;;;;фиброцементные плиты;;IMG_7821(1).jpg:image/jpeg:643387;IMG_7831(1).jpg:image/jpeg:650142;IMG_7838(1).jpg:image/jpeg:619689;IMG_7850.JPG:image/jpeg:773972;IMG_7879(1).jpg:image/jpeg:752331;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Апарт-комплекс «Loft Garden»;lg-s.jpg:image/jpeg:12650;г .Москва, ул. 2-ая Рыбинская, д. 13;2014.0;Ронсон-500;Ронсон-600;;;декоративный камень White Hills, декор из стеклофибробетона;;lg1.jpg:image/jpeg:280917;lg2.jpg:image/jpeg:161179;;;;;;;;;;;;;;;;;;;1;1;0;0;0;1;0;;0;;;;;;;
ЖК «Соколиный форт», г. Москва;000.jpg:image/jpeg:12897;ул. 1-ая Мясниковская, вл. 2;2016.0;;;;;фасадный декор;;DSC08644.jpg:image/jpeg:183483;DSC08655.jpg:image/jpeg:224848;IMG_1308(1).jpg:image/jpeg:225055;IMG_1348(1).jpg:image/jpeg:229961;IMG_1372(1).jpg:image/jpeg:310151;IMG_1351(1).jpg:image/jpeg:302317;IMG_1379(1).jpg:image/jpeg:262807;;;;;;;;;;;;;;0;0;0;0;0;1;0;;1;;;;;;;
Апарт-комплекс «Loft Park»;1446-18 copy.jpg:image/jpeg:12800;г .Москва, ул. Михалковская, д. 48;2014.0;Ронсон-500;;;;клинкер;;1446-18.jpg:image/jpeg:44475;bba8db56aba26d3ed8083ebf7a36cdee.jpg:image/jpeg:391590;DSC_0035.JPG:image/jpeg:227116;;;;;;;;;;;;;;;;;;1;1;0;0;1;0;0;;0;;;;;;;
Апарт-комплекс «LOFT POST»;5a138ec8e3e3fd4e65f428349bfd1869 copy.jpg:image/jpeg:18856;г. Москва, ул. Фридриха Энгельса, д. 46;2014.0;Ронсон-500;;;;клинкер;;5a138ec8e3e3fd4e65f428349bfd1869.jpg:image/jpeg:599402;IMG_0339.JPG:image/jpeg:137163;IMG_0340.JPG:image/jpeg:337772;;;;;;;;;;;;;;;;;;1;1;0;0;1;0;0;;0;;;;;;;
Школа;IMG-20140520-WA0014 copy.jpg:image/jpeg:17513;г. Балашиха, воинская часть 3111;2014.0;Ронсон-200;Ронсон-500;;;КЛИНКЕР РОНСОН (Dark brown), кассеты из композита и стали;;1.jpg:image/jpeg:410505;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;0;;;;;;;
Административное здание;00.jpg:image/jpeg:36254;Жилой дом, г. Омск, ул. Герцена, 48;2016.0;Ронсон-500;;;;клинкер, декор из стеклофибробетона;;1.jpg:image/jpeg:659963;2.jpg:image/jpeg:868431;3.jpg:image/jpeg:807646;4.jpg:image/jpeg:863235;5.jpg:image/jpeg:807609;6.jpg:image/jpeg:649319;;;;;;;;;;;;;;;1;0;0;0;0;1;0;;1;;;;;;;
МФК «Match Point»;0.jpg:image/jpeg:22127;г. Москва, ул. Василисы Кожиной, д. 13;2019.0;Ронсон-200;;;;стальной листовой композит;;001.jpg:image/jpeg:267698;002.jpg:image/jpeg:194617;003.jpg:image/jpeg:311735;004.jpg:image/jpeg:197553;005.jpg:image/jpeg:202706;08.jpg:image/jpeg:172394;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;1;;;;;;;
Гипермаркет «Столплит Хоум»;s.jpg:image/jpeg:11381;г.Волгоград, ул. Историческая, 159;2014.0;Ронсон-200;;;;кассеты из алюмокомпозита;;3.jpg:image/jpeg:118589;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ЖК «Царская столица», г. Санкт;cst-sml.jpg:image/jpeg:9846;г. Санкт-Петербург, ул. Миргородская, д. 1;2014.0;Ронсон-500;;;;клинкер;;cst.jpg:image/jpeg:160212;;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;0;;;;;;;
ЖК «Виноградный»;IMG_7665(1) copy.jpg:image/jpeg:15973;г. Москва, Измайловский пр-д, вл. 1;2014.0;;;;;керамогранит (видимое крепление), декоративные изделия из стеклофибробетона, декоративные изделия из полимербетона;;IMG_7656.JPG:image/jpeg:156823;IMG_7665(1).jpg:image/jpeg:234037;IMG_7667(1).jpg:image/jpeg:353101;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;;0;;Элитный жилой комплекс «Виноградные пруды»;;;;;
Частный дом;00.jpg:image/jpeg:21405;;2016.0;Ронсон-500;;;;декоративный камень White Hills;;01.jpg:image/jpeg:166417;02.jpg:image/jpeg:255227;;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;1;;;;;;;
Частный дом г. Набережные Челны;dom-naberejnie-chelni_small.jpg:image/jpeg:9726;г.Набережные Челны;2014.0;Ронсон-500;;;;клинкер;;Dark-red_dark-brown_01.jpg:image/jpeg:126682;Dark-red_dark-brown_02.jpg:image/jpeg:93710;Dark-red_dark-brown_04.jpg:image/jpeg:94973;Dark-red_dark-brown_05.jpg:image/jpeg:70561;Dark-red_dark-brown_06.jpg:image/jpeg:75025;;;;;;;;;;;;;;;;1;1;0;0;1;0;0;;0;;;;;;;
Детский сад №2120, корпус Д4;det-sad-sloniki_small.jpg:image/jpeg:9007;г.Москва, ул.Никитина, 6;2013.0;Ронсон-100;;;;фиброцементные плиты;;det-sad-sloniki_1.jpg:image/jpeg:52608;det-sad-sloniki_2.jpg:image/jpeg:70026;det-sad-sloniki_3.jpg:image/jpeg:76149;det-sad-sloniki_4.jpg:image/jpeg:83077;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Детский сад №23 «Золотой ключик»;det-sad-zolotoi-kluchik-1_small.jpg:image/jpeg:10308;Московская обл., г. Домодедово, микрорайон Западный, улица Дружбы, стр. 4а;2014.0;Ронсон-300;;;;керамогранит (видимое крепление);;det-sad-zolotoi-kluchik-1.jpg:image/jpeg:115186;det-sad-zolotoi-kluchik-2.jpg:image/jpeg:63297;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Частный дом;dom-mo_small.jpg:image/jpeg:10070;Московская область;2014.0;Ронсон-500;;;;клинкер;;dom-mo.jpg:image/jpeg:220330;dom-mo_2.jpg:image/jpeg:159294;;;;;;;;;;;;;;;;;;;1;1;0;0;1;0;0;;0;;;;;;;
Котельная в административном комплексе;11111.jpg:image/jpeg:8867;г.Москва, Нижний Сусальный переулок, д.5, стр.7;2015.0;Ронсон-500;;;;клинкер;;;IMG_3840.jpg:image/jpeg:188397;IMG_3855.jpg:image/jpeg:178862;;;;;;;;;;;;;;;;;;1;1;0;0;1;0;0;;0;;;;;;;
ЖК «Тринити»;000.jpg:image/jpeg:26657;г.Владивосток, ул.Державина, 21;2015.0;Ронсон-500;;;;клинкер;;001.jpg:image/jpeg:231719;002.jpg:image/jpeg:279922;003.jpg:image/jpeg:258200;;;;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;0;;;;;;;
Частный дом;7s.jpg:image/jpeg:11012;г.Тольятти;2015.0;Ронсон-100;;;;плиты KMEW;;7.jpg:image/jpeg:206572;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Многоквартирные жилые дома, г. Южно;000000.jpg:image/jpeg:11174;г.Южно-Сахалинск, 13 А микрорайон, улица Комсомольская;2015.0;Ронсон-100;;;;плиты KMEW;;1.jpg:image/jpeg:159434;6-5.jpg:image/jpeg:171403;6-12.jpg:image/jpeg:137523;6-13.jpg:image/jpeg:172080;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Детская областная больница, г. Южно;2small.jpg:image/jpeg:10908;г.Южно-Сахалинск, ул.Ленина, д.311;2012.0;Ронсон-100;Ронсон-300;;;плиты KMEW, керамогранит (видимое крепление);;2.jpg:image/jpeg:161918;2(2).jpg:image/jpeg:181201;2(3).jpg:image/jpeg:160214;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Частный дом, г. Южно;5s.jpg:image/jpeg:8942;г.Южно-Сахалинск;2014.0;Ронсон-100;;;;плиты KMEW;;5.jpg:image/jpeg:186534;5(1).jpg:image/jpeg:125949;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Кафе, г. Южно;6s.jpg:image/jpeg:9183;г.Южно-Сахалинск, ул.Отдаленная;2014.0;Ронсон-100;;;;плиты KMEW;;6.jpg:image/jpeg:148707;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Городские бани, г. Южно;8s.jpg:image/jpeg:10681;г.Южно-Сахалинск;2014.0;Ронсон-100;;;;плиты KMEW;;8.jpg:image/jpeg:122034;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
"Торговый центр ""Скандинавия""";10s.jpg:image/jpeg:10986;Торговый центр  Скандинавия;2014.0;Ронсон-100;;;;плиты KMEW;;10.jpg:image/jpeg:176876;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Жилой комплекс, г.Южно;11s.jpg:image/jpeg:10816;г.Южно-Сахалинск;2014.0;Ронсон-100;;;;плиты KMEW;;11.jpg:image/jpeg:166378;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;;0;;;;;;;
Жилой дом, г. Ханты;3s.jpg:image/jpeg:10984;г.Ханты-Мансийск;2014.0;Ронсон-400;Ронсон-600;;;керамогранит (скрытое крепление), натуральный камень, декор из стеклофибробетона;;3.jpg:image/jpeg:159976;3(1).jpg:image/jpeg:243769;;;;;;;;;;;;;;;;;;;1;0;0;1;0;1;0;;0;;;;;;;
ЖК «Валентиновка Парк»;111111111.jpg:image/jpeg:10823;Московская область, г. Королев, ул. Добролюбова;2016.0;Ронсон-300 (крепление в межэтажные перекрытия);;;;керамогранит (видимое крепление);;1c01013bba06afb470574cf565c29281-(1).jpg:image/jpeg:181483;004a85db6d804de08ad3d29cb8fd3873.jpg:image/jpeg:133071;5fc35bd756be9f18ccf5653d8dbce06d-(1).jpg:image/jpeg:184687;7f743aa333e2d83f8980918226cf874b-(1).jpg:image/jpeg:172732;8a1f451bc416444339cfcb2ca4965b6e.jpg:image/jpeg:127219;b6f34af016a331d7fd78e05b6b5860ce.jpg:image/jpeg:156471;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
Комплекс жилых зданий в Сколково, Московская область;0.jpg:image/jpeg:8034;Москвская обл., Одинцовский р-н, п.Заречье.;2015.0;Ронсон-500;;;;декоративный камень White Hills;;2.jpg:image/jpeg:240277;1024x768-k1_7.jpg:image/jpeg:769733;3.jpg:image/jpeg:147959;4.jpg:image/jpeg:106624;5.jpg:image/jpeg:122535;6.jpg:image/jpeg:617037;;;;;;;;;;;;;;;1;0;0;0;1;0;0;;0;;;;;;;
Офисное здание;ofzd-s.jpg:image/jpeg:11751;г.Москва, ул.Орджоникидзе, 11;2015.0;Ронсон-300;;;;керамогранит (видимое крепление);;ofzd.jpg:image/jpeg:257214;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ЖК «Большой»;00.jpg:image/jpeg:8953;г. Краснодар, улица Красная, 176;2016.0;Ронсон-300;Ронсон-400;;;керамогранит (видимое крепление), керамогранит (скрытое крепление), декор из стеклофибробетона;;_MG_6692.jpg:image/jpeg:100778;115.jpg:image/jpeg:102458;122.jpg:image/jpeg:107271;123.jpg:image/jpeg:105106;118.jpg:image/jpeg:145037;125.jpg:image/jpeg:172945;120.jpg:image/jpeg:66301;;;;;;;;;;;;;;1;0;0;1;0;1;0;;0;;;;;;;
Офисное здание «Объединенной Ракетно-Космической корпорации»;1s.jpg:image/jpeg:10058;г.Москва, Бережковская набережная, 22;2014.0;Ронсон-300;;;;керамогранит (видимое крепление), декор из стеклофибробетона;;1.jpg:image/jpeg:158334;1(1).jpg:image/jpeg:165113;1(2).jpg:image/jpeg:167772;1(3).jpg:image/jpeg:140741;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ЖК «Берег Скалбы», Московская область;2-(1)s.jpg:image/jpeg:10578;Московская обл., г.Ивантеевка, ул.Хлебозаводская, 10;2014.0;Ронсон-300;;;;керамогранит (видимое крепление);;2-(1).jpg:image/jpeg:304661;2-(2).jpg:image/jpeg:148715;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
ТЦ «Город Рязанский проспект»;5s.jpg:image/jpeg:11407;г. Москва, Рязанский проспект, 2 корпус 2/корпус 3;2014.0;Ронсон-300 (крепление в межэтажные перекрытия);;;;керамогранит (видимое крепление);;5-(1).jpg:image/jpeg:216807;5-(2).jpg:image/jpeg:291628;5-(4).jpg:image/jpeg:210972;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;;0;;;;;;;
